lg_code,prefecture_code,xmin,ymin,xmax,ymax
03210,03,141.4600615051345,38.93885617097567,141.7276254467571,39.12623105421994
03211,03,141.65438552537182,39.1676781075588,141.99697219181337,39.41248261298239
03213,03,141.02588977998948,40.08880222464313,141.38566372190337,40.37265638688291
03214,03,140.84447780840435,39.839921586112496,141.16902058433266,40.247628134930665
03215,03,140.74894147936595,38.985283505229745,141.40662372170755,39.318619414154796
03216,03,141.0004006360807,39.689965081223704,141.1681020230901,39.879236891869255
03301,03,140.77482247677608,39.517717414427295,141.0621360053725,39.88572305427567
03302,03,141.28726985731828,39.87431389237241,141.5895466667455,40.15360538737889
03303,03,141.1226267830997,39.83410463981744,141.43424722393047,40.08068744127257
03321,03,140.96178958492158,39.48336450476825,141.30938055766683,39.607652306209104
03322,03,141.0442305061331,39.570667892109725,141.1971700262759,39.6506026132202
03366,03,140.6532253830452,39.16502410837609,140.89719627808597,39.604087134613735
03381,03,140.89068922173033,39.129841693739365,141.14264527905652,39.25914813487867
03402,03,141.00646344982852,38.94968846814845,141.19210708237608,39.02860750483262
03441,03,141.37335616065843,39.095467278592196,141.72826247703188,39.266711197663824
03461,03,141.70218155583427,39.34384622492348,141.96772416323972,39.52934074807723
03482,03,141.74810477331687,39.39926822484887,142.06127036273722,39.56351708124845
03483,03,141.3948470041861,39.67654408104465,141.9812526980537,40.04810789216566
03484,03,141.77089099942032,39.856980639844835,141.962080725845,39.98935832422745
03485,03,141.79398416323875,39.96159561324714,141.94847980459951,40.05559373915992
03501,03,141.35032583696795,40.22083489221666,141.61222005221384,40.377375054115646
03503,03,141.73365092065364,40.01273591932738,141.85492740607515,40.13628377477653
03506,03,141.3736409993328,40.103100026944844,141.50708416270413,40.280590171099675
03507,03,141.57066481223148,40.213935892427685,141.7954186376602,40.45025560371329
03524,03,141.15785747064592,40.031168972570185,141.40184041480347,40.25146889207588
04101,04,140.56323719833824,38.23634619781893,140.89967741857822,38.454691973256104
04102,04,140.88278180313785,38.22971501343727,141.04435083002693,38.340802386920814
04103,04,140.87998888477944,38.17421546766985,140.9953191634488,38.26140110767517
04104,04,140.46949817070424,38.174397027301154,140.93456372243804,38.37759655933394
04105,04,140.68776713414616,38.28731461287924,140.9324001694324,38.43389077483954
04202,04,141.16118080375122,38.24704233313736,141.5894053571717,38.632423748157635
04203,04,140.99389833983673,38.30277669368962,141.13232929975754,38.352955846635155
04205,04,141.3988244232088,38.73963125208081,141.67497355388662,39.00271866713297
